brand,condition,price,name,date,model
Samsung Galaxy Note 5 (Used),2020-01-13 19:35:00,Samsung,Galaxy Note 5,Used,33000
Samsung Galaxy Note 5 32GB Dual Sim (Used),2020-01-14 19:09:00,Samsung,Galaxy Note 5,Used,33000
Samsung Galaxy Note 5 (Used),2020-01-15 16:41:00,Samsung,Galaxy Note 5,Used,25000
Samsung Galaxy Note 5 32 gb (Used),2020-02-12 08:13:00,Samsung,Galaxy Note 5,Used,25000
Samsung Galaxy Note 5 (Used),2020-01-21 10:06:00,Samsung,Galaxy Note 5,Used,29500
Samsung Galaxy Note 5 32gb (Used),2020-01-23 14:18:00,Samsung,Galaxy Note 5,Used,30000
Samsung Galaxy Note 5 32gb (Used),2020-03-04 12:08:00,Samsung,Galaxy Note 5,Used,24000
Huawei GR5 2017 (Used),2020-01-23 14:26:00,Huawei,GR5,Used,19000
Samsung Galaxy Note 5 [4GB RAM] (Used),2020-01-24 01:45:00,Samsung,Galaxy Note 5,Used,33500
Apple iPhone 5S (Used),2020-01-26 13:52:00,Apple,iPhone 5S,Used,20000
Samsung Galaxy Note 5 16MP|32GB (Used),2020-01-23 02:42:00,Samsung,Galaxy Note 5,Used,33500
Samsung Galaxy Note 5 32ǤB (Used),2020-01-26 16:36:00,Samsung,Galaxy Note 5,Used,33500
Samsung Galaxy Note 5 4GB RAM 64GB (ROSE) (Used),2020-02-26 12:09:00,Samsung,Galaxy Note 5,Used,33500
Samsung Galaxy Note 5 4G Korean (Used),2020-01-27 21:49:00,Samsung,Galaxy Note 5,Used,30000
Samsung Galaxy Note 5 (Used),2020-02-06 08:45:00,Samsung,Galaxy Note 5,Used,31500
Samsung Galaxy Note 5 32/64 GB (Used),2020-02-06 01:39:00,Samsung,Galaxy Note 5,Used,30900
Samsung Galaxy Note 5 (Used),2020-02-05 20:39:00,Samsung,Galaxy Note 5,Used,25000
Samsung Galaxy Note 5 [Black|Gold] (Used),2020-01-29 01:26:00,Samsung,Galaxy Note 5,Used,33500
Samsung Galaxy Note 5 (Used),2020-01-28 17:35:00,Samsung,Galaxy Note 5,Used,28000
Samsung Galaxy Note 5 Used (Used),2020-02-06 11:55:00,Samsung,Galaxy Note 5,Used,29500
Samsung Galaxy Note 5 (Used),2020-02-06 21:15:00,Samsung,Galaxy Note 5,Used,26000
Samsung Galaxy J7 Pro 64 Gb (Used),2020-02-13 16:03:00,Samsung,Galaxy J7,Used,24000
Samsung Galaxy Note 5 32 GB (Used),2020-02-14 21:30:00,Samsung,Galaxy Note 5,Used,20000
Samsung Galaxy Note 5 (Used),2020-02-14 14:23:00,Samsung,Galaxy Note 5,Used,30000
Samsung Galaxy Note 5 4gb Ram (Used),2020-02-15 08:49:00,Samsung,Galaxy Note 5,Used,24500
Samsung Galaxy Note 5 Taitenium 64 Gb (Used),2020-02-08 13:57:00,Samsung,Galaxy Note 5,Used,26000
Apple iPhone 6 64gb gold colour (Used),2020-02-16 03:08:00,Apple,iPhone 6,Used,33000
Xiaomi Redmi Note 5 Pro (Used),2020-02-22 15:40:00,Xiaomi,Redmi Note 5 Pro,Used,20000
Samsung Galaxy Note 5 Gold (Used),2020-02-14 14:00:00,Samsung,Galaxy Note 5,Used,15500
Samsung Galaxy Note 5 2017 (Used),2020-02-22 20:28:00,Samsung,Galaxy Note 5,Used,26000
Samsung Galaxy Note 5 16MP|32GB|RAM4GB (Used),2020-02-16 16:26:00,Samsung,Galaxy Note 5,Used,33500
Samsung Galaxy Note 5 Duos (Used),2020-02-16 13:42:00,Samsung,Galaxy Note 5,Used,23500
Huawei GR5 3 gb ram 32 rom (Used),2020-02-16 16:49:00,Huawei,GR5,Used,16900
Samsung Galaxy Note 5 32GB [Blue] (Used),2020-02-22 13:29:00,Samsung,Galaxy Note 5,Used,33500
Samsung Galaxy Note 5 (Used),2020-03-03 09:51:00,Samsung,Galaxy Note 5,Used,25500
Samsung Galaxy Note 5 Blue (Used),2020-02-23 17:38:00,Samsung,Galaxy Note 5,Used,37500
Samsung Galaxy Note 5 32GB (Used),2020-02-23 15:19:00,Samsung,Galaxy Note 5,Used,30000
Xiaomi Redmi Note 5 Pro (Used),2020-02-25 11:53:00,Xiaomi,Redmi Note 5 Pro,Used,35000
Samsung Galaxy Note 5 DUOS (Used),2020-03-01 23:21:00,Samsung,Galaxy Note 5,Used,31500
Samsung Galaxy Note 5 (Used),2020-03-02 12:20:00,Samsung,Galaxy Note 5,Used,28000
Samsung Galaxy Note 5 (Used),2020-03-02 11:24:00,Samsung,Galaxy Note 5,Used,28000
Xiaomi Redmi Note 5 (Used),2020-03-03 04:25:00,Xiaomi,Redmi Note 5,Used,27500
Samsung Galaxy Note 5 (Used),2020-03-02 19:40:00,Samsung,Galaxy Note 5,Used,25000
Samsung Galaxy Note 5 (Used),2020-03-03 15:57:00,Samsung,Galaxy Note 5,Used,26500
Samsung Galaxy Note 5 (Used),2020-03-04 00:10:00,Samsung,Galaxy Note 5,Used,28000
Samsung Galaxy Note 5 32GB (Used),2020-03-07 02:13:00,Samsung,Galaxy Note 5,Used,28500
Samsung Galaxy Note 5 (Used),2020-03-06 23:47:00,Samsung,Galaxy Note 5,Used,28500
Samsung Galaxy Note 5 (Used),2020-03-06 16:48:00,Samsung,Galaxy Note 5,Used,23500
Samsung Galaxy Note 5 Gold (Used),2020-03-07 12:15:00,Samsung,Galaxy Note 5,Used,10000
Samsung Galaxy Note 5 (Used),2020-03-08 12:07:00,Samsung,Galaxy Note 5,Used,28500
Samsung Galaxy Note 5 16MP 32GB RoseGold (Used),2020-03-07 18:56:00,Samsung,Galaxy Note 5,Used,33000
Samsung Galaxy Note 5 (Used),2020-03-08 11:50:00,Samsung,Galaxy Note 5,Used,25000
Samsung Galaxy Note 5 (Used),2020-03-11 14:15:00,Samsung,Galaxy Note 5,Used,21000
Samsung Galaxy Note 5 32ǤB (Used),2020-03-08 10:21:00,Samsung,Galaxy Note 5,Used,33500
date,brand,name,model,condition,price
2020-02-02 00:40:00,Samsung,Samsung Galaxy Note 3 (Used),Galaxy Note 3,Used,13000
2020-03-09 20:40:00,Huawei,Huawei P20 Pro 6gb Ram (Used),P20 Pro,Used,77000
2020-02-24 09:00:00,Apple,Apple iPhone 7 128GB California (Used),iPhone 7,Used,64000
2020-03-12 11:31:00,Apple,Apple iPhone 7 128/256 Gb Fullset (Used),iPhone 7,Used,59000
model,date,condition,price,name,brand
iPhone 6S,2020-03-13 14:36:00,Used,45000,Apple iPhone 6S 64GB (Used),Apple
A3s,2020-03-13 15:05:00,Used,23500,Oppo A3s dual camera (Used),Oppo
Galaxy Note 5,2020-03-13 15:00:00,Used,22500,Samsung Galaxy Note 5 32GB GOLD (Used),Samsung
Redmi Note 5 Pro,2020-03-10 07:56:00,New,25990,Xiaomi Redmi Note 5 Pro 32GB Black (New),Xiaomi
Galaxy Note 5,2020-03-10 10:58:00,Used,31500,Samsung Galaxy Note 5 64 GB (Used),Samsung
Galaxy Note 5,2020-03-10 08:14:00,Used,28000,Samsung Galaxy Note 5 32GB USA FULLSET (Used),Samsung
Galaxy S6 Edge,2020-02-26 14:46:00,New,29900,Samsung Galaxy S6 Edge Plus Full Set Box (New),Samsung
Redmi Note 5 Pro,2020-03-10 11:06:00,New,25490,Xiaomi Redmi Note 5 Pro 32GB Blue (New),Xiaomi
Galaxy Note 5,2020-03-10 16:22:00,Used,12000,Samsung Galaxy Note 5 (Used),Samsung
Galaxy Note 5,2020-03-11 13:57:00,Used,22000,Samsung Galaxy Note 5 Used (Used),Samsung
Redmi Note 5,2020-03-11 11:17:00,Used,23000,Xiaomi Redmi Note 5 Plus (Used),Xiaomi
Galaxy Note 5,2020-03-13 15:07:00,Used,11900,Samsung Galaxy Note 5 Original Board. (Used),Samsung
Galaxy Note 5,2020-03-11 15:30:00,Used,33990,Samsung Galaxy Note 5 32GB 16MP Black (Used),Samsung
Redmi Note 5 Pro,2020-03-11 16:47:00,Used,23500,Xiaomi Redmi Note 5 Pro ai 3gb/32gb (Used),Xiaomi
Galaxy Note 5,2020-03-11 17:27:00,Used,24500,Samsung Galaxy Note 5 Korean (Used),Samsung
Redmi Note 5,2020-03-11 17:39:00,Used,25000,Xiaomi Redmi Note 5 Ai (Used),Xiaomi
Galaxy Note 5,2020-03-11 18:55:00,Used,23000,Samsung Galaxy Note 5 32gb (Used),Samsung
Galaxy Note 5,2020-03-11 21:46:00,Used,33500,Samsung Galaxy Note 5 32ĢB (Used),Samsung
V10,2020-02-27 19:00:00,New,21000,LG V10 64GB Full Set Box (New),LG
GR5,2020-03-07 19:16:00,Used,21500,Huawei GR5 (Used),Huawei
Galaxy Note 5,2020-03-11 23:38:00,Used,31000,Samsung Galaxy Note 5 Gold International (Used),Samsung
Galaxy Note 5,2020-03-05 02:52:00,Used,33500,Samsung Galaxy Note 5 32GƁ (Used),Samsung
Redmi Note 5,2020-03-11 08:45:00,New,26490,Xiaomi Redmi Note 5 Blue 64GB (New),Xiaomi
Galaxy Note 5,2020-03-05 13:59:00,Used,33500,Samsung Galaxy Note 5 32ɢʙ (Used),Samsung
Redmi Note 5,2020-03-05 15:15:00,Used,25000,"Xiaomi Redmi Note 5 MI 5AI 4GB,64GB (Used)",Xiaomi
Galaxy Note 5,2020-03-09 13:18:00,Used,21500,Samsung Galaxy Note 5 (Used),Samsung
Galaxy Note 5,2020-03-06 14:40:00,Used,26000,Samsung Galaxy Note 5 4 gb ram (Used),Samsung
Galaxy Note 5,2020-03-06 12:32:00,Used,29000,Samsung Galaxy Note 5 32GB (Used),Samsung
Galaxy Note 5,2020-03-05 16:55:00,Used,33490,Samsung Galaxy Note 5 32GB/Gold/4GBRam (Used),Samsung
Galaxy Note 5,2020-03-06 11:33:00,Used,22000,Samsung Galaxy Note 5 (Used),Samsung
Galaxy Note 5,2020-03-06 10:51:00,Used,19990,Samsung Galaxy Note 5 gold (Used),Samsung
Galaxy Note 5,2020-03-07 02:13:00,Used,28500,Samsung Galaxy Note 5 32GB (Used),Samsung
Galaxy Note 5,2020-03-06 16:48:00,Used,23500,Samsung Galaxy Note 5 (Used),Samsung
Redmi Note 5,2020-03-07 14:39:00,Used,16500,Xiaomi Redmi Note 5 (Used),Xiaomi
Galaxy Note 5,2020-03-07 12:15:00,Used,10000,Samsung Galaxy Note 5 Gold (Used),Samsung
Galaxy Note 5,2020-03-06 23:47:00,Used,28500,Samsung Galaxy Note 5 (Used),Samsung
Redmi Note 5,2020-03-07 10:47:00,New,29490,Xiaomi Redmi Note 5 Black 64GB (New),Xiaomi
Galaxy Note 5,2020-02-25 19:48:00,Used,15000,Samsung Galaxy Note 5 (Used),Samsung
Galaxy Note 5,2020-03-11 14:15:00,Used,21000,Samsung Galaxy Note 5 (Used),Samsung
Galaxy Note 5,2020-03-02 14:16:00,Used,31000,Samsung Galaxy Note 5 (Used),Samsung
Galaxy Note 5,2020-02-26 09:04:00,Used,22000,Samsung Galaxy Note 5 (Used),Samsung
Galaxy Note 5,2020-02-27 10:39:00,Used,34000,Samsung Galaxy Note 5 (Used),Samsung
Galaxy Note 5,2020-02-26 14:36:00,New,30000,Samsung Galaxy Note 5 SM-N920S (New),Samsung
Galaxy Note 5,2020-02-26 17:09:00,Used,25500,Samsung Galaxy Note 5 gold (Used),Samsung
Galaxy Note 5,2020-02-26 22:01:00,Used,27500,Samsung Galaxy Note 5 Band Lte (Used),Samsung
Galaxy Note 5,2020-02-27 01:53:00,Used,33500,Samsung Galaxy Note 5 32GB (Used),Samsung
Galaxy Note 5,2020-02-27 22:21:00,Used,40000,Samsung Galaxy Note 5 (Used),Samsung
Galaxy Note 5,2020-03-02 19:40:00,Used,25000,Samsung Galaxy Note 5 (Used),Samsung
Galaxy Note 5,2020-03-01 23:21:00,Used,31500,Samsung Galaxy Note 5 DUOS (Used),Samsung
Galaxy Note 5,2020-03-07 18:56:00,Used,33000,Samsung Galaxy Note 5 16MP 32GB RoseGold (Used),Samsung
Galaxy Note 5,2020-02-26 12:27:00,New,32500,Samsung Galaxy Note 5 4g / NEW (New),Samsung
Redmi Note 5 Pro,2020-02-28 19:17:00,Used,35000,Xiaomi Redmi Note 5 Pro Ai (Used),Xiaomi
Galaxy Note 5,2020-03-02 12:20:00,Used,28000,Samsung Galaxy Note 5 (Used),Samsung
Galaxy Note 5,2020-02-19 14:58:00,Used,14000,Samsung Galaxy Note 5 (Used),Samsung
Galaxy Note 5,2020-03-02 11:24:00,Used,28000,Samsung Galaxy Note 5 (Used),Samsung
Galaxy Note 5,2020-02-20 12:24:00,Used,28500,Samsung Galaxy Note 5 (Used),Samsung
Galaxy Note 5,2020-02-22 12:07:00,Used,28000,Samsung Galaxy Note 5 Gold (Used),Samsung
Galaxy Note 5,2020-02-22 09:38:00,Used,25000,Samsung Galaxy Note 5 32gb (Used),Samsung
Redmi Note 5 Pro,2020-02-20 12:01:00,New,28990,Xiaomi Redmi Note 5 Pro 64GB black (New),Xiaomi
Galaxy Note 5,2020-02-22 12:01:00,Used,19500,Samsung Galaxy Note 5 . (Used),Samsung
Galaxy Note 5,2020-02-21 15:25:00,Used,28000,Samsung Galaxy Note 5 SM-N920C (Used),Samsung
Redmi Note 5 Pro,2020-02-22 15:40:00,Used,20000,Xiaomi Redmi Note 5 Pro (Used),Xiaomi
Galaxy Note 5,2020-02-22 12:19:00,Used,23500,Samsung Galaxy Note 5 4gb Ram (Used),Samsung
Galaxy Note 5,2020-02-22 13:29:00,Used,33500,Samsung Galaxy Note 5 32GB [Blue] (Used),Samsung
Redmi Note 5 Pro,2020-02-25 11:53:00,Used,35000,Xiaomi Redmi Note 5 Pro (Used),Xiaomi
Redmi Note 5 Pro,2020-02-20 11:50:00,New,25990,Xiaomi Redmi Note 5 Pro 32GB black (New),Xiaomi
Galaxy Note 5,2020-03-03 09:51:00,Used,25500,Samsung Galaxy Note 5 (Used),Samsung
Galaxy Note 5,2020-02-22 20:28:00,Used,26000,Samsung Galaxy Note 5 2017 (Used),Samsung
Galaxy Note 5,2020-02-23 15:19:00,Used,30000,Samsung Galaxy Note 5 32GB (Used),Samsung
Galaxy Note 5,2020-02-23 17:38:00,Used,37500,Samsung Galaxy Note 5 Blue (Used),Samsung
Galaxy Note 5,2020-02-11 16:24:00,Used,25000,Samsung Galaxy Note 5 (Used),Samsung
Galaxy Note 5,2020-02-12 07:53:00,Used,33000,Samsung Galaxy Note 5 (Used),Samsung
Galaxy Note 5,2020-02-24 04:45:00,Used,30000,Samsung Galaxy Note 5 32 Gb White Fullset (Used),Samsung
Galaxy Note 5,2020-02-12 09:20:00,Used,33500,Samsung Galaxy Note 5 Titanium (Used),Samsung
Galaxy Note 5,2020-02-12 17:25:00,Used,26500,Samsung Galaxy Note 5 64gb (Used),Samsung
Galaxy Note 5,2020-02-12 11:46:00,Used,25500,Samsung Galaxy Note 5 (Used),Samsung
Galaxy J7,2020-02-13 16:03:00,Used,24000,Samsung Galaxy J7 Pro 64 Gb (Used),Samsung
Y7 Pro,2020-02-13 03:17:00,Used,23500,Huawei Y7 Pro Prime 2018 (Used),Huawei
Galaxy Note 5,2020-02-15 08:49:00,Used,24500,Samsung Galaxy Note 5 4gb Ram (Used),Samsung
Galaxy Note 5,2020-02-14 14:00:00,Used,15500,Samsung Galaxy Note 5 Gold (Used),Samsung
Galaxy Note 5,2020-02-14 21:30:00,Used,20000,Samsung Galaxy Note 5 32 GB (Used),Samsung
Galaxy Note 5,2020-02-14 14:23:00,Used,30000,Samsung Galaxy Note 5 (Used),Samsung
Galaxy Note 5,2020-02-16 16:26:00,Used,33500,Samsung Galaxy Note 5 16MP|32GB|RAM4GB (Used),Samsung
iPhone 6,2020-02-16 03:08:00,Used,33000,Apple iPhone 6 64gb gold colour (Used),Apple
Galaxy Note 5,2020-02-16 13:42:00,Used,23500,Samsung Galaxy Note 5 Duos (Used),Samsung
Galaxy Note 5,2020-02-26 14:32:00,Used,26000,Samsung Galaxy Note 5 32gb (Used),Samsung
Galaxy Note 5,2020-02-17 13:06:00,Used,24000,Samsung Galaxy Note 5 (Used),Samsung
Galaxy Note 5,2020-02-17 19:32:00,Used,25000,Samsung Galaxy Note 5 32gb (Used),Samsung
Galaxy Note 5,2020-02-16 19:55:00,Used,26000,Samsung Galaxy Note 5 32gb (Used),Samsung
GR5,2020-02-16 16:49:00,Used,16900,Huawei GR5 3 gb ram 32 rom (Used),Huawei
Redmi Note 5,2020-02-17 21:52:00,Used,18000,Xiaomi Redmi Note 5 (Used),Xiaomi
iPhone SE,2020-03-05 15:54:00,Used,32000,Apple iPhone SE (Used),Apple
Galaxy Note 5,2020-02-17 17:53:00,Used,25500,Samsung Galaxy Note 5 (Used),Samsung
Galaxy Note 5,2020-02-04 12:29:00,Used,33500,Samsung Galaxy Note 5 Black & White (Used),Samsung
Galaxy Note 5,2020-02-17 19:13:00,Used,33500,Samsung Galaxy Note 5 32|GB (Used),Samsung
Galaxy Note 5,2020-02-02 18:53:00,Used,33500,Samsung Galaxy Note 5 Black & Gold (Used),Samsung
Redmi Note 5 Pro,2020-02-05 08:46:00,Used,21500,Xiaomi Redmi Note 5 Pro A (Used),Xiaomi
Galaxy Note 5,2020-02-04 15:27:00,Used,9000,Samsung Galaxy Note 5 32gb gold (Used),Samsung
Galaxy Note 5,2020-02-09 04:40:00,Used,25000,Samsung Galaxy Note 5 64GB (Used),Samsung
Galaxy Note 5,2020-03-02 07:39:00,Used,28000,Samsung Galaxy Note 5 (Used),Samsung
Galaxy Note 5,2020-02-05 20:39:00,Used,25000,Samsung Galaxy Note 5 (Used),Samsung
Galaxy Note 5,2020-02-05 12:56:00,Used,29500,Samsung Galaxy Note 5 32GB (Used),Samsung
Galaxy Note 5,2020-02-05 09:54:00,Used,31000,Samsung Galaxy Note 5 (Used),Samsung
Galaxy Note 5,2020-02-06 08:45:00,Used,31500,Samsung Galaxy Note 5 (Used),Samsung
Nova 2i,2020-02-07 17:41:00,Used,22000,Huawei Nova 2i (Used),Huawei
Galaxy Note 5,2020-02-06 11:55:00,Used,29500,Samsung Galaxy Note 5 Used (Used),Samsung
Galaxy Note 5,2020-02-06 01:39:00,Used,30900,Samsung Galaxy Note 5 32/64 GB (Used),Samsung
Galaxy Note 5,2020-02-06 21:15:00,Used,26000,Samsung Galaxy Note 5 (Used),Samsung
Galaxy Note 5,2020-02-09 13:40:00,Used,22500,Samsung Galaxy Note 5 (Used),Samsung
Galaxy Note 5,2020-02-08 13:57:00,Used,26000,Samsung Galaxy Note 5 Taitenium 64 Gb (Used),Samsung
Galaxy Note 5,2020-02-11 15:04:00,Used,33500,Samsung Galaxy Note 5 Ġalaxy Note5 (Used),Samsung
Galaxy Note 5,2020-02-08 15:47:00,Used,25000,Samsung Galaxy Note 5 (Used),Samsung
Galaxy Note 5,2020-01-21 10:06:00,Used,29500,Samsung Galaxy Note 5 (Used),Samsung
Galaxy Note 5,2020-03-08 10:33:00,Used,31500,Samsung Galaxy Note 5 4G 32GB Gold (Used),Samsung
Galaxy Note 5,2020-01-23 02:42:00,Used,33500,Samsung Galaxy Note 5 16MP|32GB (Used),Samsung
Redmi Note 5 Pro,2020-02-07 21:15:00,New,35000,"Xiaomi Redmi Note 5 Pro 4GB,64GB Red (New)",Xiaomi
Galaxy Note 5,2020-03-04 12:08:00,Used,24000,Samsung Galaxy Note 5 32gb (Used),Samsung
Galaxy Note 5,2020-01-23 14:18:00,Used,30000,Samsung Galaxy Note 5 32gb (Used),Samsung
GR5,2020-01-23 14:26:00,Used,19000,Huawei GR5 2017 (Used),Huawei
Galaxy Note 5,2020-02-26 12:09:00,Used,33500,Samsung Galaxy Note 5 4GB RAM 64GB (ROSE) (Used),Samsung
Galaxy Note 5,2020-01-26 16:36:00,Used,33500,Samsung Galaxy Note 5 32ǤB (Used),Samsung
Galaxy Note 5,2020-01-27 21:49:00,Used,30000,Samsung Galaxy Note 5 4G Korean (Used),Samsung
Galaxy Note 5,2020-01-28 17:35:00,Used,28000,Samsung Galaxy Note 5 (Used),Samsung
Galaxy Note 5,2020-01-24 01:45:00,Used,33500,Samsung Galaxy Note 5 [4GB RAM] (Used),Samsung
Redmi Note 5 Pro,2020-01-26 08:42:00,New,28900,Xiaomi Redmi Note 5 Pro 64GB (New),Xiaomi
iPhone 5S,2020-01-26 13:52:00,Used,20000,Apple iPhone 5S (Used),Apple
Galaxy Note 5,2020-01-30 02:53:00,Used,20000,Samsung Galaxy Note 5 64Gb (Used),Samsung
